trial_id,loss,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/lr_g,config/lr_d,config/batch_size,config/hidden_dim,config/optimizer,config/n_disc_steps,config/clip_value
49042_00078,0.6931473016738892,1723785602,,True,1,2024-08-16_01-20-02,346.4201400279999,346.4201400279999,201260,WUSSYRD230001,172.27.161.222,346.4201400279999,1,"78_batch_size=384,clip_value=0.0057,hidden_dim=16,lr_d=0.0013,lr_g=0.0013,n_disc_steps=1,optimizer=adam",0.0013273843385995302,0.0013034517096888831,384,16,adam,1,0.005724203889462311
49042_00079,0.6931471824645996,1723785531,,True,1,2024-08-16_01-18-51,169.40795707702637,169.40795707702637,202183,WUSSYRD230001,172.27.161.222,169.40795707702637,1,"79_batch_size=384,clip_value=0.0012,hidden_dim=128,lr_d=0.0002,lr_g=0.0158,n_disc_steps=3,optimizer=rmsprop",0.01584591980201555,0.00017626304439553888,384,128,rmsprop,3,0.0011920694733272698
49042_00080,0.6930650472640991,1723785996,,True,1,2024-08-16_01-26-36,462.0094656944275,462.0094656944275,203447,WUSSYRD230001,172.27.161.222,462.0094656944275,1,"80_batch_size=32,clip_value=0.0022,hidden_dim=128,lr_d=0.0003,lr_g=0.0034,n_disc_steps=5,optimizer=rmsprop",0.0034397850572418223,0.00030821641604075127,32,128,rmsprop,5,0.0022257716625743084
49042_00081,0.6931471824645996,1723785887,,True,1,2024-08-16_01-24-47,281.7226846218109,281.7226846218109,204177,WUSSYRD230001,172.27.161.222,281.7226846218109,1,"81_batch_size=384,clip_value=0.0011,hidden_dim=16,lr_d=0.0002,lr_g=0.0041,n_disc_steps=5,optimizer=rmsprop",0.004094421089344556,0.00015135547975627457,384,16,rmsprop,5,0.0010914176349171496
49042_00082,0.6931471824645996,1723786937,,True,1,2024-08-16_01-42-17,1047.2750978469849,1047.2750978469849,206329,WUSSYRD230001,172.27.161.222,1047.2750978469849,1,"82_batch_size=384,clip_value=0.0043,hidden_dim=16,lr_d=0.0008,lr_g=0.0001,n_disc_steps=5,optimizer=adam",8.139742511071373e-05,0.0007809206288365701,384,16,adam,5,0.004256169423838979
49042_00083,0.6931517124176025,1723786240,,True,1,2024-08-16_01-30-40,240.39050555229187,240.39050555229187,207283,WUSSYRD230001,172.27.161.222,240.39050555229187,1,"83_batch_size=128,clip_value=0.0028,hidden_dim=16,lr_d=0.0000,lr_g=0.0145,n_disc_steps=5,optimizer=rmsprop",0.014515248281692792,3.2293004947337974e-05,128,16,rmsprop,5,0.0027999962278162107
49042_00084,0.6931619644165039,1723786661,,True,1,2024-08-16_01-37-41,417.73953008651733,417.73953008651733,208984,WUSSYRD230001,172.27.161.222,417.73953008651733,1,"84_batch_size=64,clip_value=0.0036,hidden_dim=128,lr_d=0.0001,lr_g=0.0163,n_disc_steps=5,optimizer=rmsprop",0.01631174217531947,6.0183534137734466e-05,64,128,rmsprop,5,0.003571560243284118
49042_00085,0.6931436657905579,1723786792,,True,1,2024-08-16_01-39-52,127.57957172393799,127.57957172393799,211692,WUSSYRD230001,172.27.161.222,127.57957172393799,1,"85_batch_size=128,clip_value=0.0034,hidden_dim=128,lr_d=0.0029,lr_g=0.0001,n_disc_steps=1,optimizer=adam",6.607641314239144e-05,0.0028771086194792415,128,128,adam,1,0.0033628358666386807
49042_00086,0.6931748390197754,1723787134,,True,1,2024-08-16_01-45-34,338.8170108795166,338.8170108795166,212746,WUSSYRD230001,172.27.161.222,338.8170108795166,1,"86_batch_size=32,clip_value=0.0011,hidden_dim=32,lr_d=0.0005,lr_g=0.0002,n_disc_steps=5,optimizer=adam",0.00020628552095715527,0.00045364317576682264,32,32,adam,5,0.0010542221952109826
49042_00087,0.6934282183647156,1723787002,,True,1,2024-08-16_01-43-22,61.59470510482788,61.59470510482788,213906,WUSSYRD230001,172.27.161.222,61.59470510482788,1,"87_batch_size=128,clip_value=0.0017,hidden_dim=16,lr_d=0.0000,lr_g=0.0051,n_disc_steps=1,optimizer=adam",0.0050690794944688805,4.186987849674389e-05,128,16,adam,1,0.0016689536467598945
49042_00088,0.6931477189064026,1723787202,,True,1,2024-08-16_01-46-42,196.66298007965088,196.66298007965088,214718,WUSSYRD230001,172.27.161.222,196.66298007965088,1,"88_batch_size=384,clip_value=0.0058,hidden_dim=16,lr_d=0.0022,lr_g=0.0011,n_disc_steps=1,optimizer=rmsprop",0.0011252753685474508,0.0022366620894531,384,16,rmsprop,1,0.005766051314922556
49042_00089,0.6931473612785339,1723787263,,True,1,2024-08-16_01-47-43,125.95558977127075,125.95558977127075,215851,WUSSYRD230001,172.27.161.222,125.95558977127075,1,"89_batch_size=256,clip_value=0.0091,hidden_dim=16,lr_d=0.0002,lr_g=0.0002,n_disc_steps=3,optimizer=rmsprop",0.00020087445873377452,0.0002061658919445239,256,16,rmsprop,3,0.009115681464571045
49042_00090,0.6936755180358887,1723787604,,True,1,2024-08-16_01-53-24,399.369411945343,399.369411945343,216561,WUSSYRD230001,172.27.161.222,399.369411945343,1,"90_batch_size=32,clip_value=0.0013,hidden_dim=128,lr_d=0.0159,lr_g=0.0002,n_disc_steps=5,optimizer=rmsprop",0.00023724978702452908,0.015878520054605553,32,128,rmsprop,5,0.001259459328841802
49042_00091,0.693146824836731,1723787465,,True,1,2024-08-16_01-51-05,199.08522582054138,199.08522582054138,217335,WUSSYRD230001,172.27.161.222,199.08522582054138,1,"91_batch_size=384,clip_value=0.0059,hidden_dim=64,lr_d=0.0000,lr_g=0.0100,n_disc_steps=5,optimizer=rmsprop",0.010043329391713225,4.4985639939185346e-05,384,64,rmsprop,5,0.005875162913513624
49042_00092,0.6931469440460205,1723787589,,True,1,2024-08-16_01-53-09,120.73326182365417,120.73326182365417,219174,WUSSYRD230001,172.27.161.222,120.73326182365417,1,"92_batch_size=128,clip_value=0.0020,hidden_dim=16,lr_d=0.0001,lr_g=0.0001,n_disc_steps=3,optimizer=adam",7.308377395706867e-05,0.00010079670736173543,128,16,adam,3,0.0020192244367577858
49042_00093,0.6931471824645996,1723787780,,True,1,2024-08-16_01-56-20,188.1282296180725,188.1282296180725,220428,WUSSYRD230001,172.27.161.222,188.1282296180725,1,"93_batch_size=32,clip_value=0.0017,hidden_dim=32,lr_d=0.0000,lr_g=0.0016,n_disc_steps=3,optimizer=adam",0.0015923882125543048,2.1701103444597073e-05,32,32,adam,3,0.0017248500803739315
49042_00094,0.6931486129760742,1723787917,,True,1,2024-08-16_01-58-37,309.80586218833923,309.80586218833923,220859,WUSSYRD230001,172.27.161.222,309.80586218833923,1,"94_batch_size=32,clip_value=0.0021,hidden_dim=32,lr_d=0.0019,lr_g=0.0003,n_disc_steps=5,optimizer=adam",0.00025715224450188626,0.0018551286674189519,32,32,adam,5,0.0020866242949594454
49042_00095,0.6907190084457397,1723788055,,True,1,2024-08-16_02-00-55,271.945029258728,271.945029258728,222528,WUSSYRD230001,172.27.161.222,271.945029258728,1,"95_batch_size=384,clip_value=0.0049,hidden_dim=32,lr_d=0.0191,lr_g=0.0002,n_disc_steps=5,optimizer=rmsprop",0.00020478933710606171,0.019073025719157914,384,32,rmsprop,5,0.004864095689229345
49042_00096,0.690250039100647,1723787988,,True,1,2024-08-16_01-59-48,68.01509284973145,68.01509284973145,223757,WUSSYRD230001,172.27.161.222,68.01509284973145,1,"96_batch_size=256,clip_value=0.0077,hidden_dim=16,lr_d=0.0000,lr_g=0.0003,n_disc_steps=1,optimizer=rmsprop",0.0002660496216599868,2.405683219392464e-05,256,16,rmsprop,1,0.007710303814813715
49042_00097,0.6937242746353149,1723788202,,True,1,2024-08-16_02-03-22,211.10390830039978,211.10390830039978,224538,WUSSYRD230001,172.27.161.222,211.10390830039978,1,"97_batch_size=32,clip_value=0.0033,hidden_dim=64,lr_d=0.0015,lr_g=0.0000,n_disc_steps=3,optimizer=rmsprop",2.804385539318007e-05,0.001473596713284169,32,64,rmsprop,3,0.0033473114471231913
49042_00098,0.6931472420692444,1723788296,,True,1,2024-08-16_02-04-56,237.76382565498352,237.76382565498352,225286,WUSSYRD230001,172.27.161.222,237.76382565498352,1,"98_batch_size=128,clip_value=0.0012,hidden_dim=64,lr_d=0.0003,lr_g=0.0046,n_disc_steps=5,optimizer=adam",0.004584196340192564,0.0003292644478685713,128,64,adam,5,0.0012105808566378864
49042_00099,0.6931461095809937,1723788556,,True,1,2024-08-16_02-09-16,351.2264494895935,351.2264494895935,226721,WUSSYRD230001,172.27.161.222,351.2264494895935,1,"99_batch_size=384,clip_value=0.0090,hidden_dim=64,lr_d=0.0005,lr_g=0.0196,n_disc_steps=5,optimizer=adam",0.019599929005182783,0.0004953122415675242,384,64,adam,5,0.009037374464958094
